Startup YC link,Startup Name,Startup Location,Discription,Batch,_tagLink_zhfs4_1040 href 2,Type,Industry
https://www.ycombinator.com/companies/rovi-health,Rovi Health,"New York, NY, USA",AI healthcare concierge for employees,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/aleph-lab,Aleph Lab,"San Francisco, CA, USA",AI language buddy in the games kids love,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/mantle,Mantle,,Build internal agents to automate back office work with one prompt,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/lightberry,Lightberry,"San Francisco, CA, USA",The social brain for robots.,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/locus,Locus,,Payment infrastructure for AI agents,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/clad-labs,Clad Labs,"San Francisco, CA, USA",the brainrot ide,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/sciloop,Sciloop,"San Francisco, CA, USA",AI Co-Scientist that automates ML experimentation and analysis.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/arcten,Arcten,"San Francisco, CA, USA",We make any product AI-native in an afternoon,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/velvet,Velvet,"San Francisco, CA, USA",Data for world models,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/kestrel-ai,Kestrel AI,"San Francisco, CA, USA",AI-Native Cloud Incident Response Platform,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/nucleo,Nucleo,,The first Agentic platform for Oncology,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/alt-x,Alt-X,"San Francisco, CA, USA",Automation for institutional-grade financial modeling in Excel,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/caddy,Caddy,,The voice interface that works proactively for you,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/allus-ai,Allus AI,"Atlanta, GA, USA",Transforming manufacturing with our next-gen Vision Foundation Model,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/nivara,Nivara,"San Francisco, CA, USA",The intelligence layer for how your teams use AI,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/nori,Nori,"New York, NY, USA",AI health coach in your pocket,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Consumer Health and Wellness
https://www.ycombinator.com/companies/miniswap,Miniswap,"San Francisco, CA, USA",The Marketplace for Complex Hobbies,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Gaming
https://www.ycombinator.com/companies/crunched,Crunched,,Excel AI analyst for Power Users,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/boom-ai,Boom AI,"San Francisco, CA, USA",AI growth team for e-commerce brands,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/automax-ai,Automax.ai,"San Francisco, CA, USA",AI native real-estate appraisal firm,Fall 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Housing and Real Estate
https://www.ycombinator.com/companies/codyco,Codyco,,The AI Reservation Team for Hotel Groups,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/expected-parrot,Expected Parrot,"Cambridge, MA, USA",Simulate your customers with AI agents,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/aircaps,AirCaps,"San Francisco, CA, USA",The AI copilot for in-person conversations.,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/lapis,Lapis,"San Francisco, CA, USA","AI Image Ads for Meta, Linkedin, and Google",Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/hyperspell,Hyperspell,"San Francisco, CA, USA",Memory for AI Agents,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/semiotic,Semiotic,"San Francisco, CA, USA",Studio-Grade Design at Scale,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/aside,Aside,"San Francisco, CA, USA",Live answer copilot for enterprise tech sales,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/play-health,Play Health,"Boulder, CO, USA",Perimenopause Care Platform,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/absurd,Absurd,,AI Brand and Performance Ads at Scale,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/articulate,Articulate,"San Francisco, CA, USA",Automatic Construction Drawing Clash Detection,Fall 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/compyle,Compyle,"San Francisco, CA, USA",The coding agent that actually collaborates with you,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/leadbay,Leadbay,"San Francisco, CA, USA",Discover and qualify SMB leads that couldn't be found before.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/cortex-ai,Cortex AI,"San Francisco, CA, USA",Large-scale real-world robot & human data for embodied AI,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/claybird,Claybird,"San Francisco, CA, USA",The full-stack AI ad company,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/fastshot,Fastshot,,Lovable for mobile apps,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/the-context-company,The Context Company,"San Francisco, CA, USA",Monitor AI agents and understand user behavior,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/redapto,Redapto,"San Francisco, CA, USA",,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/casey,Casey,,Casey is the first global AI-native insurance brokerage,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/flick,Flick,,"Figma + Cursor, for AI Filmmaking",Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/denki,Denki,"San Francisco, CA, USA",The full-stack AI financial audit firm,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/bravi,Bravi,"San Francisco, CA, USA",The AI operating system powering home services businesses,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/sf-tensor,SF Tensor,,Infrastructure for AI labs to focus on research.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/lunabill,LunaBill,"San Francisco, CA, USA",AI Voice callers for healthcare billing teams,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/telemetron-ai,Telemetron,,Support and Operations Platform for Hardware Companies,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/fernstone,Fernstone,"New York, NY, USA",Full-stack insurance brokerage for businesses.,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/algen-biotechnologies,Algen Biotechnologies,"San Francisco, CA, USA",Using CRISPR to find treatments for cancer and inflammation,Winter 2020,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Drug Discovery and Delivery
https://www.ycombinator.com/companies/selfin,Selfin,"San Francisco, CA, USA",Building the first AI Bank,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Consumer Finance
https://www.ycombinator.com/companies/cranston-ai,Cranston AI,"San Francisco, CA, USA",Full Stack AI Accounting Firm,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/fixpoint,Fixpoint,,Uber for AI trainers and human-in-the-loop supervisors,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Human Resources
https://www.ycombinator.com/companies/kalpa-labs,Kalpa Labs,,Scaling Generalist Speech models,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/sourcebot,Sourcebot,"San Francisco, CA, USA",Helping humans and AI agents understand massive codebases,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/icarus,Icarus,"Los Angeles, CA, USA",Stratospheric birds for defense,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Defense
https://www.ycombinator.com/companies/pixley-ai,Pixley AI,"San Francisco, CA, USA",The first platform where parents & kids can co-create AI cartoon shows,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/complydo,ComplyDo,,Global Compliance for Enterprises,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/gpt,Nexus,"Brussels, Brussels, Belgium",We help non-technical teams build AI agents without engineers,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/markit,MarkIt,"San Francisco, CA, USA",AI Agents for Trade Compliance - Saving Companies from Tariffs,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/metorial,Metorial,Remote,The infra layer for AI integrations.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/movedot,MOVEdot,"San Francisco, CA, USA",AI Agents for Hardware Engineering,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/dome,Dome,,"A unified API for prediction markets, like Kalshi and Polymarket",Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/hillclimb,hillclimb,"San Francisco, CA, USA",The world's first human superintelligence community,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/usenarrative,Narrative,"San Francisco, CA, USA",AI-Powered Sports Highlights,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/prox,Prox,,AI agents for third-party logistics,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/primer,Primer,"San Francisco, CA, USA",AI Product Demos,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/questom,Questom,,AI Agents for B2B Sales,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/koyal,Koyal,"San Francisco, CA, USA",Agentic AI Filmmaking Platform,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/uplane,Uplane,"San Francisco, CA, USA",Replace marketing agencies with AI,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/structured-ai,Structured AI,,AI workforce for Construction Engineering,Fall 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/sellraze,SellRaze,"San Francisco, CA, USA",The fastest way to sell online.,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/dari,Dari,"San Francisco, CA, USA",An API to build the most reliable browser use agents,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/s2-dev,s2.dev,"San Francisco, CA, USA","API for unlimited, durable, real-time streams",Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/clicks,Clicks,,Computer use agents to automate all back-office work,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/mod-ai,Mod AI,,The First AI Email Client for Accounting,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/deeptrace,Deeptrace,,AI agents for on-call,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/unsiloed-ai,Unsiloed AI,"San Francisco, CA, USA",API for parsing multimodal unstructured data,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/zalos,Zalos,,"Computer Agents for Finance tasks like reconciliation, in your system!",Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/brickanta,Brickanta,"Stockholm, Stockholm County, Sweden","Construction's AI platform for bid analysis, estimation and…",Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/sorce,Sorce,"San Francisco, CA, USA",Tinder for jobs,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Human Resources
https://www.ycombinator.com/companies/answerthis,AnswerThis,,End-to-end workspace to accelerate scientific discovery,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/bluma,Bluma,"San Francisco, CA, USA",Canva for short-form video ads,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/hypercubic,Hypercubic,,AI to maintain and modernize COBOL.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/bolna-ai,Bolna AI,"Bengaluru, KA, India",Voice AI to enable India's next billion,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/lexi,Lexi,"San Francisco, CA, USA",AI Associates for Corporate Law,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/remedy,Remedy,"San Francisco, CA, USA",AI Agents for Pharmacies,Fall 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/specific,Specific,"Stockholm, Stockholm County, Sweden",AWS for coding agents,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/semble-ai,Semble AI,"San Francisco, CA, USA",Autonomous building-system design for construction companies.,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/freeport-markets,Freeport Markets,"New York, NY, USA",Tradable Twitter Feed,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Consumer Finance
https://www.ycombinator.com/companies/openroll,Openroll,"Stockholm, Stockholm County, Sweden",AI-Native Workday,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/veria-labs,Veria Labs,"San Francisco, CA, USA",Continuous AI pentesting that finds and fixes vulnerabilities,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/wardstone,Wardstone,,Satellites for Missile Defense,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/parrot,Parrot,"San Francisco, CA, USA",TikTok for language learning,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/patent-watch,Patent Watch,"Toronto, ON, Canada",AI for detecting patent infringements,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/zavo,Zavo,"San Francisco, CA, USA",AI Point of Sale for Restaurants,Fall 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Payments
https://www.ycombinator.com/companies/multifactor,Multifactor,"San Francisco, CA, USA","Zero-trust authentication, authorization, and auditing for AI agents",Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/mixy,Mixy,,Make mashups without knowing how to DJ,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/lua-global-inc,Lua Global Inc,,The mid-market agent platform,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/bear,Bear,"San Francisco, CA, USA",Marketing Stack for AI Agents,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/imagine-ai,Imagine AI,"San Francisco, CA, USA",We build B2B content for your entire team,Fall 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/sunflower,Sunflower,,Building the Sobriety Platform for the future of Superintelligence. ??,Fall 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/metis,Metis,"San Francisco, CA, USA",Infrastructure to build reliable agents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/duranium,Duranium,"Alameda, CA, USA",Reshoring critical metal production,Summer 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/axial-composites-industries,Axial Composites Industries,,Carbon Fiber Manufacturing at the Speed of Software,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/fulcrum,Fulcrum,,The agentic debugger for AI systems,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/dedalus-labs,Dedalus Labs,"San Francisco, CA, USA",Connect any LLM to any MCP tools and create complex agents in minutes.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/piggy-robotics,Piggy Robotics,,Humanoid robots that do your chores for the price of an iPhone!,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/rowflow,RowFlow,"New York, NY, USA",Replacing forms with AI conversations,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/munify,Munify,Remote,The Cross-Border Neobank for the Middle East,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/the-prompting-company,The Prompting Company,,We help products get mentioned in ChatGPT.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/topological,Topological,,Physics-based foundation models for CAD optimization.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/stellon-labs,Stellon Labs,"San Francisco, CA, USA",Building tiny frontier AI models that run on edge devices,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/nautilus,Nautilus,,AI platform to grow and to optimize car washes,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/bitrig,bitrig,,"Vibe code, test, and deploy Swift apps. All from your iPhone.",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/panels,Panels,"San Francisco, CA, USA",Audio Data for AI Labs,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/bezel,Bezel,"New York, NY, USA",Digital AI humans that model clothes for e-commerce brands.,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/pleom,Pleom,,Agentic Business Intelligence,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/effigov,EffiGov,"San Francisco, CA, USA",The AI OS for Cities,Summer 2025,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/tesora,Tesora,,AI-Native Software for Operations and Finance Teams,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/getasap,GETASAP,"San Francisco, CA, USA",8-hour Produce Distribution for Retailers of Any Size,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/button-computer,Button Computer,"San Francisco, CA, USA",Button is the wearable AI that can talk.,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/ondeck-ai,OnDeck AI,"Vancouver, BC, Canada","Analyze any footage, without training a model",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/kalinda,Kalinda,,Deep research for class action law firms,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/char,Char,,Open source AI notepad for meetings,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/cocreate,cocreate,"San Francisco, CA, USA",video production software,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/lark,Lark,"San Francisco, CA, USA",The E2E testing layer for AI-driven development,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/serafis,Serafis,"San Francisco, CA, USA",The AI knowledge graph for institutional investors,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/alara,Alara,,Procurement Platform for Dental Offices,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/avent,Avent,,AI agents for industrial commerce,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/palace,Palace,"New York, NY, USA","Palace plans, coordinates, and executes daily ops for trucking fleets",Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/zeroeval,ZeroEval,"New York, NY, USA",Auto-optimizer for AI agents,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/minimal-ai,Minimal AI,,AI Agents for E-commerce Customer Support,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/datafruit,datafruit,"San Francisco, CA, USA",AI DevOps Engineer,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/spotlight-realty,Spotlight Realty,"New York, NY, USA",AI powered brokerage reducing residential rental commissions in NYC…,Summer 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,
https://www.ycombinator.com/companies/nexa-labs,Nexa Labs,"San Francisco, CA, USA",Implantable microchips and AI for cattle monitoring,Summer 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Agriculture
https://www.ycombinator.com/companies/theinterface,Interface,"New York, NY, USA",The frontier lab for visual simulation,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/normal,Normal,"San Francisco, CA, USA",Deploying and integrating useful robots,Summer 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/knowlify,Knowlify,"San Francisco, CA, USA",Convert textual content into explainer videos in < 15s,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/trace-so,Trace,"San Francisco, CA, USA",Context-aware orchestration between humans and AI.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/ruvo,Ruvo,"São Paulo, SP, Brazil",The Global Dollar App for Brazil,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/parametric,Parametric,,Robots for frontline physical labor — starting with laundry,Fall 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/nuntius,Nuntius,"San Francisco, CA, USA",Making Models Follow Rules.,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/freya,Freya,"San Francisco, CA, USA",Voice AI for Enterprises,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/astor,Astor,"San Francisco, CA, USA",AI advisor for retail investors,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Consumer Finance
https://www.ycombinator.com/companies/prosper,Prosper,"New York, NY, USA",AI Phone Agents for Healthcare Operations,Summer 2023,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/burnt,burnt,"San Francisco, CA, USA",Agentic Operating System for Food Supply Chain,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/pollen,Pollen,"San Francisco, CA, USA",AI Agents for Customer Success,Winter 2026,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/paloma,Paloma,"San Francisco, CA, USA",AI-native CRM for putting post-sales operations on autopilot,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/noso-labs,NOSO LABS,,Build AI agents for field technicians to diagnose and sell 10x better,Summer 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/wayline,Wayline,,AI voice for property managers,Summer 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,
https://www.ycombinator.com/companies/frizzle,Frizzle,"San Francisco, CA, USA",AI Grading for Teachers,Summer 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/clodo,Clodo,"San Francisco, CA, USA",Vibe GTM. Execute your outbound ideas with just a prompt,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/meteor,Meteor,"San Francisco, CA, USA",An AI-Native Browser,Summer 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/riverbank,Riverbank,"San Francisco, CA, USA",AI-native Red Teaming and Offensive Security,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/playgent,Playgent,"San Francisco, CA, USA",Sandboxes for AI agents,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/blank-bio,Blank Bio,"San Francisco, CA, USA",RNA-based AI for better drugs and smarter clinical trials.,Summer 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Therapeutics
https://www.ycombinator.com/companies/lotas,Lotas,"San Francisco, CA, USA",AI for Data Science and 3D,Summer 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/solva,Solva,,Automates insurance claims and stops incorrect payouts,Summer 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
