YC link,Name,Location,Discription,Batch,Type,Industry,Website URL
https://www.ycombinator.com/companies/jsx-tool,JSX Tool,,AI-First In-Browser IDE for React Development,Fall 2025,B2B,"Engineering, Product and Design",https://coasts.dev/
https://www.ycombinator.com/companies/zephyr-fusion,Zephyr Fusion,"San Diego, CA, USA",Powering tomorrow's industrial revolution in space,Fall 2025,Industrials,Energy,https://www.zephyrfusion.com/
https://www.ycombinator.com/companies/captain,Captain,SF,Accurate knowledge search that scales,Winter 2026,B2B,Infrastructure,https://runcaptain.com/
https://www.ycombinator.com/companies/thesis,Thesis,SF,An AI lab at your fingertips.,Fall 2025,B2B,,https://thesislabs.ai/
https://www.ycombinator.com/companies/iriscal,Iris,SF,The Digital Extension of Yourself,Fall 2025,Consumer,,https://textiris.com/
https://www.ycombinator.com/companies/castari,Castari,,Vercel for AI Agents � One click deploy for the Claude Agent SDK,Fall 2025,B2B,Infrastructure,https://castari.com/
https://www.ycombinator.com/companies/zarna,Zarna,SF,AI Associates for Private Capital,Fall 2025,B2B,Finance and Accounting,https://www.zarnaai.com/
https://www.ycombinator.com/companies/nessie,Nessie,SF,Shareable AI Brains for Everyone,Fall 2025,Consumer,,https://nessielabs.com/
https://www.ycombinator.com/companies/amera,Amera,,Automating claims processing workflows for health insurance payers.,Fall 2025,Fintech,Insurance,https://amerahealthsolutions.com/
https://www.ycombinator.com/companies/diligencesquared-inc,DiligenceSquared,SF,AI-powered market due diligence for investment decisions,Fall 2025,B2B,Analytics,https://diligencesquared.com/
https://www.ycombinator.com/companies/hireglide,HireGlide,SF,The AI-native job board,Fall 2025,B2B,Recruiting and Talent,https://www.hireglide.ai/
https://www.ycombinator.com/companies/agentic-fabriq,Agentic Fabriq,"Sunnyvale, CA, USA",Okta for Agents.,Winter 2026,B2B,,https://www.agenticfabriq.com/
https://www.ycombinator.com/companies/saffron-health,Saffron Health,,AI-powered care coordination for primary care,Spring 2025,Healthcare,Healthcare Services,https://www.saffron.health/
https://www.ycombinator.com/companies/efference,Efference,SF,,Fall 2025,Industrials,Manufacturing and Robotics,https://efference.ai/
https://www.ycombinator.com/companies/inspector,Inspector,SF,AI IDE for front-end development,Fall 2025,B2B,"Engineering, Product and Design",https://www.tryinspector.com/
https://www.ycombinator.com/companies/digipals,Digipals,SF,The future of Social in the age of AI,Fall 2025,Consumer,Social,https://www.digipals.app/
https://www.ycombinator.com/companies/item,item,SF,The AI-Native CRM that works for you,Fall 2025,B2B,Sales,https://item.app/
https://www.ycombinator.com/companies/scott-ai,Scott AI,NYC,Agentic Workspace for Engineering Team Alignment,Fall 2025,B2B,,https://tryscott.ai/
https://www.ycombinator.com/companies/savahq,Sava,,Building the future of trusts,Fall 2025,Fintech,,https://www.savahq.com/
https://www.ycombinator.com/companies/lakonia,Lakonia,SF,Delivering AI-powered situational awareness in tactical environments.,Fall 2025,Government,,https://lakonia.us.com/
https://www.ycombinator.com/companies/lunavo,Lunavo,SF,Lunavo is the AI assistant for carriers.,Fall 2025,B2B,Supply Chain and Logistics,https://lunavo.ai/
https://www.ycombinator.com/companies/brickwise,Brickwise,,AI property manager for landlords and estate agents,Fall 2025,Real Estate and Construction,Housing and Real Estate,https://www.brickwiseai.com/
https://www.ycombinator.com/companies/tornyol,Tornyol,,We build micro-drones that kill mosquitoes.,Fall 2025,Consumer,Consumer Electronics,https://tornyol.com/
https://www.ycombinator.com/companies/anto-biosciences,Anto Biosciences,SF,A Foundation Model for Microbial Communities.,Fall 2025,Healthcare,,https://www.anto.bio/
https://www.ycombinator.com/companies/the-hog,The Hog,,AI Demand Gen for Companies,Fall 2025,B2B,Marketing,https://thehog.ai/
https://www.ycombinator.com/companies/overdrive-health,Overdrive Health,NYC,AI Powered Medical Billing,Winter 2026,Healthcare,Healthcare Services,https://overdrive.health/
https://www.ycombinator.com/companies/kaigo-health,Kaigo Health,SF,AI outpatient care workforce,Fall 2025,Healthcare,Healthcare IT,https://www.kaigohealth.ai/
https://www.ycombinator.com/companies/norra,Norra,SF,Automating equipment operations for nursing facilities,Fall 2025,Healthcare,,https://www.norra.io/
https://www.ycombinator.com/companies/karumi,Karumi,,The Waymo of Personalized demos,Fall 2025,B2B,Sales,https://www.karumi.ai/
https://www.ycombinator.com/companies/uselemma,Lemma,SF,Continuous learning for AI agents,Fall 2025,B2B,"Engineering, Product and Design",https://www.uselemma.ai/
https://www.ycombinator.com/companies/rovr,Rovr,SF,AI FDE Engine that runs your engineering workflows,Fall 2025,B2B,"Engineering, Product and Design",https://www.withrovr.com/
https://www.ycombinator.com/companies/logical,Logical,SF,"A proactive desktop copilot. Clippy, but actually good.",Fall 2025,B2B,Productivity,https://trylogical.ai/
https://www.ycombinator.com/companies/aspect-inc,Aspect,,AI Visual Understanding for Multimodal Data,Fall 2025,B2B,"Engineering, Product and Design",https://aspect.inc/
https://www.ycombinator.com/companies/parse-bot,Parse,,Build an API to interact with any website.,Fall 2025,B2B,,https://parse.bot/
https://www.ycombinator.com/companies/moss,Moss,"San Mateo, CA, USA",Real-time semantic search for Conversational AI,Fall 2025,B2B,,https://usemoss.dev/
https://www.ycombinator.com/companies/playvision,PlayVision,SF,AI Moneyball for Sports,Fall 2025,B2B,Analytics,https://withplayvision.ai/
https://www.ycombinator.com/companies/rovi-health,Rovi Health,NYC,AI healthcare concierge for employees,Fall 2025,Healthcare,,https://www.rovi.health/
https://www.ycombinator.com/companies/aleph-lab,Aleph Lab,SF,AI language buddy in the games kids love,Fall 2025,Consumer,,http://alephlab.ai/
https://www.ycombinator.com/companies/mantle,Mantle,,Build internal agents to automate back office work with one prompt,Fall 2025,B2B,Operations,https://www.mantle.work/
https://www.ycombinator.com/companies/lightberry,Lightberry,SF,The social brain for robots.,Fall 2025,Industrials,Manufacturing and Robotics,https://lightberry.com/
https://www.ycombinator.com/companies/locus,Locus,,Payment infrastructure for AI agents,Fall 2025,B2B,"Engineering, Product and Design",https://paywithlocus.com/
https://www.ycombinator.com/companies/clad-labs,Clad Labs,SF,the brainrot ide,Fall 2025,Consumer,,https://cladlabs.ai/
https://www.ycombinator.com/companies/sciloop,Sciloop,SF,AI Co-Scientist that automates ML experimentation and analysis.,Fall 2025,B2B,Productivity,https://sciloop.dev/
https://www.ycombinator.com/companies/arcten,Arcten,SF,We make any product AI-native in an afternoon,Fall 2025,B2B,,https://arcten.com/
https://www.ycombinator.com/companies/velvet,Velvet,SF,Data for world models,Fall 2025,B2B,,https://velvet.video/
https://www.ycombinator.com/companies/kestrel-ai,Kestrel AI,SF,AI-Native Cloud Incident Response Platform,Fall 2025,B2B,Security,https://usekestrel.ai/
https://www.ycombinator.com/companies/nucleo,Nucleo,,The first Agentic platform for Oncology,Fall 2025,Healthcare,,https://nucleoresearch.com/
https://www.ycombinator.com/companies/alt-x,Alt-X,SF,Automation for institutional-grade financial modeling in Excel,Fall 2025,Fintech,,https://alt-x.co/
https://www.ycombinator.com/companies/caddy,Caddy,,The voice interface that works proactively for you,Fall 2025,B2B,"Engineering, Product and Design",https://trycaddy.ai/
https://www.ycombinator.com/companies/allus-ai,Allus AI,"Atlanta, GA, USA",Transforming manufacturing with our next-gen Vision Foundation Model,Fall 2025,Industrials,Manufacturing and Robotics,https://allus.ai/
https://www.ycombinator.com/companies/nivara,Nivara,SF,The intelligence layer for how your teams use AI,Fall 2025,B2B,Infrastructure,https://getnivara.com/
https://www.ycombinator.com/companies/nori,Nori,NYC,AI health coach in your pocket,Fall 2025,Healthcare,Consumer Health and Wellness,https://nori.ai/
https://www.ycombinator.com/companies/miniswap,Miniswap,SF,The Marketplace for Complex Hobbies,Fall 2025,Consumer,Gaming,https://miniswap.gg/
https://www.ycombinator.com/companies/crunched,Crunched,,Excel AI analyst for Power Users,Fall 2025,B2B,Finance and Accounting,https://usecrunched.com/
https://www.ycombinator.com/companies/boom-ai,Boom AI,SF,AI growth team for e-commerce brands,Fall 2025,B2B,,https://useboom.ai/
https://www.ycombinator.com/companies/automax-ai,Automax.ai,SF,AI native real-estate appraisal firm,Fall 2025,Real Estate and Construction,Housing and Real Estate,https://automax.ai/
https://www.ycombinator.com/companies/codyco,Codyco,,The AI Reservation Team for Hotel Groups,Fall 2025,B2B,,https://www.codyco.ai/en
https://www.ycombinator.com/companies/expected-parrot,Expected Parrot,"Cambridge, MA, USA",Simulate your customers with AI agents,Fall 2025,B2B,,https://www.expectedparrot.com/
https://www.ycombinator.com/companies/aircaps,AirCaps,SF,The AI copilot for in-person conversations.,Fall 2025,Consumer,,https://aircaps.com/
https://www.ycombinator.com/companies/lapis,Lapis,SF,"AI Image Ads for Meta, Linkedin, and Google",Fall 2025,B2B,Analytics,https://www.trylapis.com/
https://www.ycombinator.com/companies/hyperspell,Hyperspell,SF,Memory for AI Agents,Fall 2025,B2B,Infrastructure,https://hyperspell.com/
https://www.ycombinator.com/companies/semiotic,Semiotic,SF,Studio-Grade Design at Scale,Fall 2025,B2B,"Engineering, Product and Design",http://semiotic.com/
https://www.ycombinator.com/companies/aside,Aside,SF,Live answer copilot for enterprise tech sales,Fall 2025,B2B,Sales,https://asidehq.com/
https://www.ycombinator.com/companies/play-health,Play Health,"Boulder, CO, USA",Perimenopause Care Platform,Fall 2025,Healthcare,,http://playhealth.com/
https://www.ycombinator.com/companies/absurd,Absurd,,AI Brand and Performance Ads at Scale,Fall 2025,B2B,Marketing,https://absurd.com/
https://www.ycombinator.com/companies/articulate,Articulate,SF,Automatic Construction Drawing Clash Detection,Fall 2025,Real Estate and Construction,Construction,https://usearticulate.com/
https://www.ycombinator.com/companies/compyle,Compyle,SF,The coding agent that actually collaborates with you,Fall 2025,B2B,"Engineering, Product and Design",https://compyle.ai/
https://www.ycombinator.com/companies/leadbay,Leadbay,SF,Discover and qualify SMB leads that couldn't be found before.,Fall 2025,B2B,Sales,https://leadbay.ai/
https://www.ycombinator.com/companies/cortex-ai,Cortex AI,SF,Large-scale real-world robot & human data for embodied AI,Fall 2025,Industrials,Manufacturing and Robotics,https://cortexrobot.ai/
https://www.ycombinator.com/companies/claybird,Claybird,SF,The full-stack AI ad company,Fall 2025,B2B,Marketing,https://claybird.com/
https://www.ycombinator.com/companies/fastshot,Fastshot,,Lovable for mobile apps,Fall 2025,B2B,"Engineering, Product and Design",https://www.fastshot.ai/
https://www.ycombinator.com/companies/the-context-company,The Context Company,SF,Monitor AI agents and understand user behavior,Fall 2025,B2B,"Engineering, Product and Design",https://thecontext.company/
https://www.ycombinator.com/companies/redapto,Redapto,SF,,Fall 2025,B2B,,https://www.redapto.com/
https://www.ycombinator.com/companies/casey,Casey,,Casey is the first global AI-native insurance brokerage,Fall 2025,Fintech,Insurance,https://www.meetcasey.ai/
https://www.ycombinator.com/companies/flick,Flick,,"Figma + Cursor, for AI Filmmaking",Fall 2025,Consumer,Content,https://flick.art/
https://www.ycombinator.com/companies/denki,Denki,SF,The full-stack AI financial audit firm,Fall 2025,B2B,Finance and Accounting,https://denki.ai/
https://www.ycombinator.com/companies/bravi,Bravi,SF,The AI operating system powering home services businesses,Fall 2025,B2B,,https://www.bravi.app/
https://www.ycombinator.com/companies/sf-tensor,SF Tensor,,Infrastructure for AI labs to focus on research.,Fall 2025,B2B,Infrastructure,https://sf-tensor.com/
https://www.ycombinator.com/companies/lunabill,LunaBill,SF,AI Voice callers for healthcare billing teams,Fall 2025,Healthcare,Healthcare IT,https://lunabill.com/
https://www.ycombinator.com/companies/telemetron-ai,Telemetron,,Support and Operations Platform for Hardware Companies,Fall 2025,B2B,,https://www.telemetron.ai/
https://www.ycombinator.com/companies/fernstone,Fernstone,NYC,Full-stack insurance brokerage for businesses.,Fall 2025,Fintech,Insurance,https://www.fernstone.com/
https://www.ycombinator.com/companies/algen-biotechnologies,Algen Biotechnologies,SF,Using CRISPR to find treatments for cancer and inflammation,Winter 2020,Healthcare,Drug Discovery and Delivery,https://www.algenbio.com/
https://www.ycombinator.com/companies/selfin,Selfin,SF,Building the first AI Bank,Fall 2025,Fintech,Consumer Finance,https://selfin.app/
https://www.ycombinator.com/companies/cranston-ai,Cranston AI,SF,Full Stack AI Accounting Firm,Fall 2025,B2B,Finance and Accounting,https://www.cranstonai.com/
https://www.ycombinator.com/companies/fixpoint,Fixpoint,,Uber for AI trainers and human-in-the-loop supervisors,Fall 2025,B2B,Human Resources,https://fixpoint.co/
https://www.ycombinator.com/companies/kalpa-labs,Kalpa Labs,,Scaling Generalist Speech models,Fall 2025,B2B,,https://kalpalabs.ai/
https://www.ycombinator.com/companies/sourcebot,Sourcebot,SF,Helping humans and AI agents understand massive codebases,Fall 2025,B2B,"Engineering, Product and Design",https://www.sourcebot.dev/
https://www.ycombinator.com/companies/icarus,Icarus,"Los Angeles, CA, USA",Stratospheric birds for defense,Fall 2025,Industrials,Defense,https://www.icarus.one/
https://www.ycombinator.com/companies/pixley-ai,Pixley AI,SF,The first platform where parents & kids can co-create AI cartoon shows,Fall 2025,Consumer,Content,https://pixleyai.com/
https://www.ycombinator.com/companies/complydo,ComplyDo,,Global Compliance for Enterprises,Fall 2025,B2B,Legal,https://www.complydo.io/
https://www.ycombinator.com/companies/gpt,Nexus,"Brussels, Brussels, Belgium",We help non-technical teams build AI agents without engineers,Fall 2025,B2B,,https://agent.nexus/
https://www.ycombinator.com/companies/markit,MarkIt,SF,AI Agents for Trade Compliance - Saving Companies from Tariffs,Fall 2025,B2B,Supply Chain and Logistics,https://markittrade.com/
https://www.ycombinator.com/companies/metorial,Metorial,Remote,The infra layer for AI integrations.,Fall 2025,B2B,,https://metorial.com/
https://www.ycombinator.com/companies/movedot,MOVEdot,SF,AI Agents for Hardware Engineering,Fall 2025,B2B,"Engineering, Product and Design",https://www.movedot.ai/
https://www.ycombinator.com/companies/dome,Dome,,"A unified API for prediction markets, like Kalshi and Polymarket",Fall 2025,B2B,Infrastructure,https://domeapi.io/
https://www.ycombinator.com/companies/hillclimb,hillclimb,SF,The world's first human superintelligence community,Fall 2025,B2B,"Engineering, Product and Design",https://hillclimb.com/
https://www.ycombinator.com/companies/usenarrative,Narrative,SF,AI-Powered Sports Highlights,Fall 2025,B2B,Marketing,http://www.narrative-sports.com/
https://www.ycombinator.com/companies/prox,Prox,,AI agents for third-party logistics,Fall 2025,B2B,Supply Chain and Logistics,https://prox.inc/
https://www.ycombinator.com/companies/primer,Primer,SF,AI Product Demos,Fall 2025,B2B,,https://www.startprimer.com/
https://www.ycombinator.com/companies/questom,Questom,,AI Agents for B2B Sales,Fall 2025,B2B,Sales,https://www.questom.ai/
https://www.ycombinator.com/companies/koyal,Koyal,SF,Agentic AI Filmmaking Platform,Fall 2025,Consumer,Content,https://koyal.ai/
https://www.ycombinator.com/companies/uplane,Uplane,SF,Replace marketing agencies with AI,Fall 2025,B2B,Marketing,https://uplane.com/
https://www.ycombinator.com/companies/structured-ai,Structured AI,,AI workforce for Construction Engineering,Fall 2025,Real Estate and Construction,Construction,https://www.getstructured.ai/
https://www.ycombinator.com/companies/sellraze,SellRaze,SF,The fastest way to sell online.,Fall 2025,Consumer,,https://sellraze.com/
https://www.ycombinator.com/companies/dari,Dari,SF,An API to build the most reliable browser use agents,Fall 2025,B2B,,https://usedari.com/
https://www.ycombinator.com/companies/s2-dev,s2.dev,SF,"API for unlimited, durable, real-time streams",Fall 2025,B2B,Infrastructure,https://s2.dev/
https://www.ycombinator.com/companies/clicks,Clicks,,Computer use agents to automate all back-office work,Fall 2025,B2B,Productivity,https://goclicks.ai/
https://www.ycombinator.com/companies/mod-ai,Mod AI,,The First AI Email Client for Accounting,Fall 2025,B2B,,https://usemod.ai/
https://www.ycombinator.com/companies/deeptrace,Deeptrace,,AI agents for on-call,Fall 2025,B2B,,https://deeptrace.com/
https://www.ycombinator.com/companies/unsiloed-ai,Unsiloed AI,SF,API for parsing multimodal unstructured data,Fall 2025,B2B,,https://www.unsiloed.ai/
https://www.ycombinator.com/companies/zalos,Zalos,,"Computer Agents for Finance tasks like reconciliation, in your system!",Fall 2025,B2B,Operations,https://www.zalos.ai/
https://www.ycombinator.com/companies/brickanta,Brickanta,"Stockholm, Stockholm County, Sweden","Construction's AI platform for bid analysis, estimation and�",Fall 2025,B2B,Infrastructure,https://www.brickanta.com/
https://www.ycombinator.com/companies/sorce,Sorce,SF,Tinder for jobs,Fall 2025,B2B,Human Resources,https://sorce.jobs/
https://www.ycombinator.com/companies/answerthis,AnswerThis,,End-to-end workspace to accelerate scientific discovery,Fall 2025,Consumer,,https://answerthis.io/
https://www.ycombinator.com/companies/bluma,Bluma,SF,Canva for short-form video ads,Fall 2025,B2B,Marketing,https://www.getbluma.com/
https://www.ycombinator.com/companies/hypercubic,Hypercubic,,AI to maintain and modernize COBOL.,Fall 2025,B2B,,https://www.hypercubic.ai/
https://www.ycombinator.com/companies/bolna-ai,Bolna AI,"Bengaluru, KA, India",Voice AI to enable India's next billion,Fall 2025,B2B,,https://bolna.ai/
https://www.ycombinator.com/companies/lexi,Lexi,SF,AI Associates for Corporate Law,Fall 2025,B2B,Legal,https://getlexi.io/
https://www.ycombinator.com/companies/remedy,Remedy,SF,AI Agents for Pharmacies,Fall 2025,Healthcare,,http://www.useremedy.co/
https://www.ycombinator.com/companies/specific,Specific,"Stockholm, Stockholm County, Sweden",AWS for coding agents,Fall 2025,B2B,"Engineering, Product and Design",https://specific.dev/
https://www.ycombinator.com/companies/semble-ai,Semble AI,SF,Autonomous building-system design for construction companies.,Fall 2025,B2B,"Engineering, Product and Design",https://www.sembleai.com/
https://www.ycombinator.com/companies/freeport-markets,Freeport Markets,NYC,Tradable Twitter Feed,Fall 2025,Fintech,Consumer Finance,https://www.freeportmarkets.com/
https://www.ycombinator.com/companies/openroll,Openroll,"Stockholm, Stockholm County, Sweden",AI-Native Workday,Fall 2025,B2B,,https://www.openroll.com/
https://www.ycombinator.com/companies/veria-labs,Veria Labs,SF,Continuous AI pentesting that finds and fixes vulnerabilities,Fall 2025,B2B,Security,https://verialabs.com/
https://www.ycombinator.com/companies/wardstone,Wardstone,,Satellites for Missile Defense,Fall 2025,Industrials,Aviation and Space,https://www.wardstone.space/
https://www.ycombinator.com/companies/parrot,Parrot,SF,TikTok for language learning,Fall 2025,Consumer,,https://parrotapp.com/
https://www.ycombinator.com/companies/patent-watch,Patent Watch,"Toronto, ON, Canada",AI for detecting patent infringements,Fall 2025,B2B,,https://www.patentwatch.ai/
https://www.ycombinator.com/companies/zavo,Zavo,SF,AI Point of Sale for Restaurants,Fall 2025,Fintech,Payments,https://zavopay.com/
https://www.ycombinator.com/companies/multifactor,Multifactor,SF,"Zero-trust authentication, authorization, and auditing for AI agents",Fall 2025,B2B,Security,https://multifactor.com/
https://www.ycombinator.com/companies/mixy,Mixy,,Make mashups without knowing how to DJ,Fall 2025,Consumer,,https://usemixy.com/
https://www.ycombinator.com/companies/lua-global-inc,Lua Global Inc,,The mid-market agent platform,Fall 2025,B2B,,https://heylua.ai/
https://www.ycombinator.com/companies/bear,Bear,SF,Marketing Stack for AI Agents,Fall 2025,B2B,Marketing,https://usebear.ai/
https://www.ycombinator.com/companies/imagine-ai,Imagine AI,SF,We build B2B content for your entire team,Fall 2025,B2B,Sales,https://imagineai.me/
https://www.ycombinator.com/companies/sunflower,Sunflower,,Building the Sobriety Platform for the future of Superintelligence. ??,Fall 2025,Consumer,,https://sunflowersober.com/
https://www.ycombinator.com/companies/metis,Metis,SF,Infrastructure to build reliable agents,Summer 2025,B2B,Infrastructure,https://withmetis.ai/
https://www.ycombinator.com/companies/duranium,Duranium,"Alameda, CA, USA",Reshoring critical metal production,Summer 2025,Industrials,Manufacturing and Robotics,https://www.duranium.co/
https://www.ycombinator.com/companies/axial-composites-industries,Axial Composites Industries,,Carbon Fiber Manufacturing at the Speed of Software,Fall 2025,Industrials,Aviation and Space,https://www.axialcomposite.com/
https://www.ycombinator.com/companies/fulcrum,Fulcrum,,The agentic debugger for AI systems,Summer 2025,B2B,Analytics,https://fulcrumresearch.ai/
https://www.ycombinator.com/companies/dedalus-labs,Dedalus Labs,SF,Connect any LLM to any MCP tools and create complex agents in minutes.,Summer 2025,B2B,,https://www.dedaluslabs.ai/
https://www.ycombinator.com/companies/piggy-robotics,Piggy Robotics,,Humanoid robots that do your chores for the price of an iPhone!,Fall 2025,Industrials,Manufacturing and Robotics,https://piggyrobotics.com/
https://www.ycombinator.com/companies/rowflow,RowFlow,NYC,Replacing forms with AI conversations,Summer 2025,B2B,Operations,https://rowflow.ai/
https://www.ycombinator.com/companies/munify,Munify,Remote,The Cross-Border Neobank for the Middle East,Summer 2025,Fintech,,https://munify.ai/
https://www.ycombinator.com/companies/the-prompting-company,The Prompting Company,,We help products get mentioned in ChatGPT.,Summer 2025,B2B,Marketing,https://www.promptingcompany.com/
https://www.ycombinator.com/companies/topological,Topological,,Physics-based foundation models for CAD optimization.,Summer 2025,B2B,"Engineering, Product and Design",https://www.topological.com/
https://www.ycombinator.com/companies/stellon-labs,Stellon Labs,SF,Building tiny frontier AI models that run on edge devices,Summer 2025,B2B,"Engineering, Product and Design",https://stellonlabs.com/
https://www.ycombinator.com/companies/nautilus,Nautilus,,AI platform to grow and to optimize car washes,Summer 2025,B2B,Sales,https://nautilus.co/
https://www.ycombinator.com/companies/bitrig,bitrig,,"Vibe code, test, and deploy Swift apps. All from your iPhone.",Summer 2025,B2B,"Engineering, Product and Design",https://bitrig.com/
https://www.ycombinator.com/companies/panels,Panels,SF,Audio Data for AI Labs,Summer 2025,B2B,"Engineering, Product and Design",https://www.usepanels.com/
https://www.ycombinator.com/companies/bezel,Bezel,NYC,Digital AI humans that model clothes for e-commerce brands.,Winter 2025,B2B,,https://www.trybezel.com/
https://www.ycombinator.com/companies/pleom,Pleom,,Agentic Business Intelligence,Summer 2025,B2B,Analytics,https://pleom.com/
https://www.ycombinator.com/companies/effigov,EffiGov,SF,The AI OS for Cities,Summer 2025,Government,,https://effigov.com/
https://www.ycombinator.com/companies/tesora,Tesora,,AI-Native Software for Operations and Finance Teams,Summer 2025,B2B,Operations,https://tesora.ai/
https://www.ycombinator.com/companies/getasap,GETASAP,SF,8-hour Produce Distribution for Retailers of Any Size,Summer 2025,B2B,Supply Chain and Logistics,https://www.getasap.us/
https://www.ycombinator.com/companies/button-computer,Button Computer,SF,Button is the wearable AI that can talk.,Winter 2026,B2B,"Engineering, Product and Design",https://buttoncomputer.com/
https://www.ycombinator.com/companies/ondeck-ai,OnDeck AI,"Vancouver, BC, Canada","Analyze any footage, without training a model",Summer 2025,B2B,Analytics,https://www.ondeckai.com/
https://www.ycombinator.com/companies/kalinda,Kalinda,,Deep research for class action law firms,Summer 2025,B2B,Legal,https://www.kalinda.ai/
https://www.ycombinator.com/companies/char,Char,,Open source AI notepad for meetings,Summer 2025,B2B,Productivity,https://char.com/
https://www.ycombinator.com/companies/cocreate,cocreate,SF,video production software,Summer 2025,Consumer,Content,https://cocreate.so/
https://www.ycombinator.com/companies/lark,Lark,SF,The E2E testing layer for AI-driven development,Summer 2025,B2B,"Engineering, Product and Design",https://getlark.ai/
https://www.ycombinator.com/companies/serafis,Serafis,SF,The AI knowledge graph for institutional investors,Summer 2025,B2B,,https://serafis.ai/
https://www.ycombinator.com/companies/alara,Alara,,Procurement Platform for Dental Offices,Summer 2025,B2B,,http://alaradental.com/
https://www.ycombinator.com/companies/avent,Avent,,AI agents for industrial commerce,Summer 2025,B2B,,https://www.aventindustrial.com/
https://www.ycombinator.com/companies/palace,Palace,NYC,"Palace plans, coordinates, and executes daily ops for trucking fleets",Summer 2025,B2B,Supply Chain and Logistics,https://www.palace.so/
https://www.ycombinator.com/companies/zeroeval,ZeroEval,NYC,Auto-optimizer for AI agents,Summer 2025,B2B,,https://zeroeval.com/
https://www.ycombinator.com/companies/minimal-ai,Minimal AI,,AI Agents for E-commerce Customer Support,Summer 2025,B2B,,https://gominimal.ai/
https://www.ycombinator.com/companies/datafruit,datafruit,SF,AI DevOps Engineer,Summer 2025,B2B,"Engineering, Product and Design",https://datafruit.dev/
https://www.ycombinator.com/companies/spotlight-realty,Spotlight Realty,NYC,AI powered brokerage reducing residential rental commissions in NYC�,Summer 2025,Real Estate and Construction,,https://www.spotlight.realty/
https://www.ycombinator.com/companies/nexa-labs,Nexa Labs,SF,Implantable microchips and AI for cattle monitoring,Summer 2025,Industrials,Agriculture,https://nexa.farm/
https://www.ycombinator.com/companies/theinterface,Interface,NYC,The frontier lab for visual simulation,Summer 2025,Consumer,,https://www.theinterface.com/
https://www.ycombinator.com/companies/normal,Normal,SF,Deploying and integrating useful robots,Summer 2025,Industrials,,https://www.normalfactory.com/
https://www.ycombinator.com/companies/knowlify,Knowlify,SF,Convert textual content into explainer videos in < 15s,Summer 2025,B2B,,https://knowlify.net/
https://www.ycombinator.com/companies/trace-so,Trace,SF,Context-aware orchestration between humans and AI.,Summer 2025,B2B,Productivity,https://www.trace.so/
https://www.ycombinator.com/companies/ruvo,Ruvo,"S�o Paulo, SP, Brazil",The Global Dollar App for Brazil,Summer 2025,Fintech,,https://ruvo.com/
https://www.ycombinator.com/companies/parametric,Parametric,,Robots for frontline physical labor � starting with laundry,Fall 2025,Industrials,Manufacturing and Robotics,https://parametric.company/
https://www.ycombinator.com/companies/nuntius,Nuntius,SF,Making Models Follow Rules.,Summer 2025,B2B,Infrastructure,https://www.nuntius.ai/
https://www.ycombinator.com/companies/freya,Freya,SF,Voice AI for Enterprises,Summer 2025,Fintech,,https://freyavoice.ai/
https://www.ycombinator.com/companies/astor,Astor,SF,AI advisor for retail investors,Summer 2025,Fintech,Consumer Finance,https://astor.app/
https://www.ycombinator.com/companies/prosper,Prosper,NYC,AI Phone Agents for Healthcare Operations,Summer 2023,B2B,,https://www.getprosper.ai/?utm_source=yc&utm_medium=directory&utm_campaign=yc_directory
https://www.ycombinator.com/companies/burnt,burnt,SF,Agentic Operating System for Food Supply Chain,Summer 2025,B2B,Supply Chain and Logistics,https://getburnt.ai/
https://www.ycombinator.com/companies/pollen,Pollen,SF,AI Agents for Customer Success,Winter 2026,B2B,Operations,https://www.pollen.cx/
https://www.ycombinator.com/companies/paloma,Paloma,SF,AI-native CRM for putting post-sales operations on autopilot,Summer 2025,B2B,,https://getpaloma.ai/
https://www.ycombinator.com/companies/noso-labs,NOSO LABS,,Build AI agents for field technicians to diagnose and sell 10x better,Summer 2025,Industrials,,https://noso.so/
https://www.ycombinator.com/companies/wayline,Wayline,,AI voice for property managers,Summer 2025,Real Estate and Construction,,https://wayline.com/
https://www.ycombinator.com/companies/frizzle,Frizzle,SF,AI Grading for Teachers,Summer 2025,Education,,https://www.frizzle.com/
https://www.ycombinator.com/companies/clodo,Clodo,SF,Vibe GTM. Execute your outbound ideas with just a prompt,Summer 2025,B2B,Sales,https://clodo.ai/
https://www.ycombinator.com/companies/meteor,Meteor,SF,An AI-Native Browser,Summer 2025,Consumer,,https://browse.dev/
https://www.ycombinator.com/companies/riverbank,Riverbank,SF,AI-native Red Teaming and Offensive Security,Summer 2025,B2B,,https://www.riverbank.sh/
https://www.ycombinator.com/companies/playgent,Playgent,SF,Sandboxes for AI agents,Summer 2025,Healthcare,Healthcare IT,https://useplaygent.com/
https://www.ycombinator.com/companies/blank-bio,Blank Bio,SF,RNA-based AI for better drugs and smarter clinical trials.,Summer 2025,Healthcare,Therapeutics,http://blank.bio/
https://www.ycombinator.com/companies/lotas,Lotas,SF,AI for Data Science and 3D,Summer 2025,B2B,Analytics,https://www.lotas.ai/
https://www.ycombinator.com/companies/solva,Solva,,Automates insurance claims and stops incorrect payouts,Summer 2025,Fintech,Insurance,https://solvatechnology.com/
https://www.ycombinator.com/companies/lilac,Lilac,SF,Spot GPUs that use idle GPUs from enterprises,Summer 2025,B2B,,https://getlilac.com/
